,0
train_rmse,0.1752838189859506
train_r2,0.9809488011310917
selection_alpha,0.39270507481397404
selection_l1_ratio,0.1
final_alpha,3.0000000000000004
intercept,2.7203613469120884
test_rmse,0.34373197924130827
test_r2,0.9343631664477295
num_non_negligible,91.0
train_nll,
test_nll,
num_low_freq,74.0
